date,product,store,sales
2014-02-16,Product_A,Warehouse_2,1231.5599791715392
2014-02-16,Product_A,Warehouse_3,1513.4183522480994
2014-02-16,Product_B,Warehouse_1,1159.0607656422062
2014-02-16,Product_B,Warehouse_2,1349.7614127301279
2014-02-16,Product_B,Warehouse_3,1564.358786951001
2014-02-16,Product_C,Warehouse_1,1277.7236435828534
2014-02-16,Product_C,Warehouse_2,1496.1095373007092
2014-02-16,Product_C,Warehouse_3,1635.043778150054
2014-02-16,Product_D,Warehouse_1,1438.3425945369313
2014-02-16,Product_D,Warehouse_2,1616.5843921757448
2014-02-16,Product_D,Warehouse_3,1716.4890858753606
2014-02-23,Product_A,Warehouse_1,1167.713879879002
2014-02-23,Product_A,Warehouse_2,1388.095728990751
2014-02-23,Product_A,Warehouse_3,1552.2402487472045
2014-02-23,Product_B,Warehouse_1,1184.3050283986045
2014-02-23,Product_B,Warehouse_2,1339.7636391136948
2014-02-23,Product_B,Warehouse_3,1646.0238565357788
2014-02-23,Product_C,Warehouse_1,1273.1424228405629
2014-02-23,Product_C,Warehouse_2,1554.4235237083433
2014-02-23,Product_C,Warehouse_3,1703.715019093065
2014-02-23,Product_D,Warehouse_1,1442.1332220134075
2014-02-23,Product_D,Warehouse_2,1611.119590047942
2014-02-23,Product_D,Warehouse_3,1828.6299285988193
2014-03-02,Product_A,Warehouse_1,1100.525001036041
2014-03-02,Product_A,Warehouse_2,1389.2935246952918
2014-03-02,Product_A,Warehouse_3,1506.345604635181
2014-03-02,Product_B,Warehouse_1,1220.099468172235
2014-03-02,Product_B,Warehouse_2,1494.1575348528127
2014-03-02,Product_B,Warehouse_3,1532.6120469428777
2014-03-02,Product_C,Warehouse_1,1236.4757500757132
2014-03-02,Product_C,Warehouse_2,1548.4698354079005
2014-03-02,Product_C,Warehouse_3,1641.343829744292
2014-03-02,Product_D,Warehouse_1,1497.1810592824647
2014-03-02,Product_D,Warehouse_2,1579.3190509620126
2014-03-02,Product_D,Warehouse_3,1762.6272594279621
2014-03-09,Product_A,Warehouse_1,1196.1471013240193
2014-03-09,Product_A,Warehouse_2,1374.0257395717213
2014-03-09,Product_A,Warehouse_3,1593.3779480213284
2014-03-09,Product_B,Warehouse_1,1245.3022329137693
2014-03-09,Product_B,Warehouse_2,1356.938715747265
2014-03-09,Product_B,Warehouse_3,1695.5032476549518
2014-03-09,Product_C,Warehouse_1,1286.599831452431
2014-03-09,Product_C,Warehouse_2,1540.1228197898197
2014-03-09,Product_C,Warehouse_3,1747.3625983886875
2014-03-09,Product_D,Warehouse_1,1392.2494953454584
2014-03-09,Product_D,Warehouse_2,1630.703968517304
2014-03-09,Product_D,Warehouse_3,1846.1103335783264
2014-03-16,Product_A,Warehouse_1,1118.8212765577814
2014-03-16,Product_A,Warehouse_2,1245.0299604707902
2014-03-16,Product_A,Warehouse_3,1514.911908710303
2014-03-16,Product_B,Warehouse_1,1266.3192948343515
2014-03-16,Product_B,Warehouse_2,1365.2716070134318
2014-03-16,Product_B,Warehouse_3,1592.5182729836165
2014-03-16,Product_C,Warehouse_1,1278.2423224139181
2014-03-16,Product_C,Warehouse_2,1592.463186423967
2014-03-16,Product_C,Warehouse_3,1733.6147378506219
2014-03-16,Product_D,Warehouse_1,1420.3730918120555
2014-03-16,Product_D,Warehouse_2,1561.504196277734
2014-03-16,Product_D,Warehouse_3,1826.962459564591
2014-03-23,Product_A,Warehouse_1,1066.283366967131
2014-03-23,Product_A,Warehouse_2,1301.5915279137175
2014-03-23,Product_A,Warehouse_3,1468.207696081056
2014-03-23,Product_B,Warehouse_1,1233.821664747325
2014-03-23,Product_B,Warehouse_2,1428.829540830747
2014-03-23,Product_B,Warehouse_3,1589.5850622211003
2014-03-23,Product_C,Warehouse_1,1319.8003356330823
2014-03-23,Product_C,Warehouse_2,1445.3469245634747
2014-03-23,Product_C,Warehouse_3,1625.4371203647197
2014-03-23,Product_D,Warehouse_1,1421.9695850632268
2014-03-23,Product_D,Warehouse_2,1608.3336747686265
2014-03-23,Product_D,Warehouse_3,1831.7515718446052
2014-03-30,Product_A,Warehouse_1,1219.157238743197
2014-03-30,Product_A,Warehouse_2,1347.2239743495206
2014-03-30,Product_A,Warehouse_3,1454.358888727792
2014-03-30,Product_B,Warehouse_1,1255.8508144047926
2014-03-30,Product_B,Warehouse_2,1334.2046294744239
2014-03-30,Product_B,Warehouse_3,1576.9207697592647
2014-03-30,Product_C,Warehouse_1,1296.5879197337683
2014-03-30,Product_C,Warehouse_2,1585.6671360824682
2014-03-30,Product_C,Warehouse_3,1662.762258897578
2014-03-30,Product_D,Warehouse_1,1358.6780730670494
2014-03-30,Product_D,Warehouse_2,1595.0773737787283
2014-03-30,Product_D,Warehouse_3,1766.8260856818947
2014-04-06,Product_A,Warehouse_1,1149.6330662945472
2014-04-06,Product_A,Warehouse_2,1239.3046947710507
2014-04-06,Product_A,Warehouse_3,1435.9278375686667
2014-04-06,Product_B,Warehouse_1,1171.4102679520001
2014-04-06,Product_B,Warehouse_2,1368.3996476546067
2014-04-06,Product_B,Warehouse_3,1689.7778728800713
2014-04-06,Product_C,Warehouse_1,1340.7723105355099
2014-04-06,Product_C,Warehouse_2,1497.6788322584814
2014-04-06,Product_C,Warehouse_3,1632.0294942477135
2014-04-06,Product_D,Warehouse_1,1435.5194190092993
2014-04-06,Product_D,Warehouse_2,1543.2905028197436
2014-04-06,Product_D,Warehouse_3,1716.0627153503413
2014-04-13,Product_A,Warehouse_1,1152.702759806837
2014-04-13,Product_A,Warehouse_2,1309.1484007854644
2014-04-13,Product_A,Warehouse_3,1539.3442113782628
2014-04-13,Product_B,Warehouse_1,1209.237652836373
2014-04-13,Product_B,Warehouse_2,1436.1428007843565
2014-04-13,Product_B,Warehouse_3,1560.7499905242146
2014-04-13,Product_C,Warehouse_1,1241.5891280999986
2014-04-13,Product_C,Warehouse_2,1527.3809961033032
2014-04-13,Product_C,Warehouse_3,1653.1307869805298
2014-04-13,Product_D,Warehouse_1,1358.823781301712
2014-04-13,Product_D,Warehouse_2,1570.5246450133548
2014-04-13,Product_D,Warehouse_3,1794.1752281404747
2014-04-20,Product_A,Warehouse_1,1075.6015746265477
2014-04-20,Product_A,Warehouse_2,1224.5537055183208
2014-04-20,Product_A,Warehouse_3,1461.1203500475774
2014-04-20,Product_B,Warehouse_1,1082.1311125780005
2014-04-20,Product_B,Warehouse_2,1424.5628427405813
2014-04-20,Product_B,Warehouse_3,1513.1983874088846
2014-04-20,Product_C,Warehouse_1,1238.0821032177994
2014-04-20,Product_C,Warehouse_2,1495.9095241522707
2014-04-20,Product_C,Warehouse_3,1656.3231203696562
2014-04-20,Product_D,Warehouse_1,1470.4519999595586
2014-04-20,Product_D,Warehouse_2,1528.6584247030494
2014-04-20,Product_D,Warehouse_3,1806.653813656681
2014-04-27,Product_A,Warehouse_1,1091.3371292778472
2014-04-27,Product_A,Warehouse_2,1234.896595302162
2014-04-27,Product_A,Warehouse_3,1519.4651032158097
2014-04-27,Product_B,Warehouse_1,1184.7239536281095
2014-04-27,Product_B,Warehouse_2,1431.8907977499052
2014-04-27,Product_B,Warehouse_3,1634.4764778874085
2014-04-27,Product_C,Warehouse_1,1401.4630676532563
2014-04-27,Product_C,Warehouse_2,1560.1276676610414
2014-04-27,Product_C,Warehouse_3,1674.8421782920998
2014-04-27,Product_D,Warehouse_1,1381.3323113104257
2014-04-27,Product_D,Warehouse_2,1648.2842499835776
2014-04-27,Product_D,Warehouse_3,1826.0644567253519
2014-05-04,Product_A,Warehouse_1,1107.0065763048797
2014-05-04,Product_A,Warehouse_2,1194.1521977844582
2014-05-04,Product_A,Warehouse_3,1473.7836937800532
2014-05-04,Product_B,Warehouse_1,1138.0984545397155
2014-05-04,Product_B,Warehouse_2,1388.996229952162
2014-05-04,Product_B,Warehouse_3,1570.0924805178522
2014-05-04,Product_C,Warehouse_1,1320.5089454046297
2014-05-04,Product_C,Warehouse_2,1490.860910759565
2014-05-04,Product_C,Warehouse_3,1714.3163981054488
2014-05-04,Product_D,Warehouse_1,1351.6790451632028
2014-05-04,Product_D,Warehouse_2,1527.7776872040874
2014-05-04,Product_D,Warehouse_3,1754.4975153398725
2014-05-11,Product_A,Warehouse_1,1074.148979306928
2014-05-11,Product_A,Warehouse_2,1293.9575867777542
2014-05-11,Product_A,Warehouse_3,1587.9654475345426
2014-05-11,Product_B,Warehouse_1,1172.887142416968
2014-05-11,Product_B,Warehouse_2,1327.2027499753613
2014-05-11,Product_B,Warehouse_3,1557.7009112150306
2014-05-11,Product_C,Warehouse_1,1251.8202012676952
2014-05-11,Product_C,Warehouse_2,1499.074073688673
2014-05-11,Product_C,Warehouse_3,1597.9601492777688
2014-05-11,Product_D,Warehouse_1,1378.1630997100167
2014-05-11,Product_D,Warehouse_2,1582.8253268982687
2014-05-11,Product_D,Warehouse_3,1786.6090518100139
2014-05-18,Product_A,Warehouse_1,1045.134196551732
2014-05-18,Product_A,Warehouse_2,1263.1039135131996
2014-05-18,Product_A,Warehouse_3,1403.7969545508734
2014-05-18,Product_B,Warehouse_1,1150.3340058318904
2014-05-18,Product_B,Warehouse_2,1347.856926199164
2014-05-18,Product_B,Warehouse_3,1595.8025023130713
2014-05-18,Product_C,Warehouse_1,1217.1908784089044
2014-05-18,Product_C,Warehouse_2,1514.0599050854996
2014-05-18,Product_C,Warehouse_3,1749.7242272245685
2014-05-18,Product_D,Warehouse_1,1271.5007487493233
2014-05-18,Product_D,Warehouse_2,1596.312936538905
2014-05-18,Product_D,Warehouse_3,1808.8454017515123
2014-05-25,Product_A,Warehouse_1,1043.1281487223885
2014-05-25,Product_A,Warehouse_2,1255.1364092835602
2014-05-25,Product_A,Warehouse_3,1468.3559711206522
2014-05-25,Product_B,Warehouse_1,1160.1104560299136
2014-05-25,Product_B,Warehouse_2,1359.549351547644
2014-05-25,Product_B,Warehouse_3,1491.1998096835011
2014-05-25,Product_C,Warehouse_1,1332.616578239156
2014-05-25,Product_C,Warehouse_2,1528.9809296018411
2014-05-25,Product_C,Warehouse_3,1634.3317870397898
2014-05-25,Product_D,Warehouse_1,1301.6787836098742
2014-05-25,Product_D,Warehouse_2,1601.053243822638
2014-05-25,Product_D,Warehouse_3,1746.2106015093466
2014-06-01,Product_A,Warehouse_1,1057.097658166039
2014-06-01,Product_A,Warehouse_2,1234.0335791427453
2014-06-01,Product_A,Warehouse_3,1484.5769375535094
2014-06-01,Product_B,Warehouse_1,1184.7374571828002
2014-06-01,Product_B,Warehouse_2,1313.7201310768207
2014-06-01,Product_B,Warehouse_3,1480.8318022302471
2014-06-01,Product_C,Warehouse_1,1170.8530801332458
2014-06-01,Product_C,Warehouse_2,1480.5189689553602
2014-06-01,Product_C,Warehouse_3,1590.5570371107985
2014-06-01,Product_D,Warehouse_1,1324.6591822850655
2014-06-01,Product_D,Warehouse_2,1520.1842980774745
2014-06-01,Product_D,Warehouse_3,1747.3716351865228
2014-06-08,Product_A,Warehouse_1,953.1860097076747
2014-06-08,Product_A,Warehouse_2,1259.4389298396914
2014-06-08,Product_A,Warehouse_3,1476.1945511917104
2014-06-08,Product_B,Warehouse_1,1154.421104352233
2014-06-08,Product_B,Warehouse_2,1334.4556914150764
2014-06-08,Product_B,Warehouse_3,1554.8700083134393
2014-06-08,Product_C,Warehouse_1,1269.9523172820066
2014-06-08,Product_C,Warehouse_2,1311.3703621786676
2014-06-08,Product_C,Warehouse_3,1747.7956154125347
2014-06-08,Product_D,Warehouse_1,1369.5046661343963
2014-06-08,Product_D,Warehouse_2,1517.379570880649
2014-06-08,Product_D,Warehouse_3,1730.45233124062
2014-06-15,Product_A,Warehouse_1,1074.6870888674594
2014-06-15,Product_A,Warehouse_2,1244.1948030482818
2014-06-15,Product_A,Warehouse_3,1348.4657766109253
2014-06-15,Product_B,Warehouse_1,1253.2246430679659
2014-06-15,Product_B,Warehouse_2,1344.4729671383764
2014-06-15,Product_B,Warehouse_3,1601.00863558579
2014-06-15,Product_C,Warehouse_1,1215.3975076107804
2014-06-15,Product_C,Warehouse_2,1526.81885271229
2014-06-15,Product_C,Warehouse_3,1664.317184444614
2014-06-15,Product_D,Warehouse_1,1380.4421917237726
2014-06-15,Product_D,Warehouse_2,1497.7373316926523
2014-06-15,Product_D,Warehouse_3,1810.557264484135
2014-06-22,Product_A,Warehouse_1,1084.4909082267395
2014-06-22,Product_A,Warehouse_2,1315.09231147825
2014-06-22,Product_A,Warehouse_3,1418.595622017921
2014-06-22,Product_B,Warehouse_1,1125.9486440769606
2014-06-22,Product_B,Warehouse_2,1465.1958348841972
2014-06-22,Product_B,Warehouse_3,1496.9992088639226
2014-06-22,Product_C,Warehouse_1,1243.202514966084
2014-06-22,Product_C,Warehouse_2,1506.8445681301348
2014-06-22,Product_C,Warehouse_3,1654.8862483857429
2014-06-22,Product_D,Warehouse_1,1379.1476839876648
2014-06-22,Product_D,Warehouse_2,1530.0275485368563
2014-06-22,Product_D,Warehouse_3,1768.502794392376
2014-06-29,Product_A,Warehouse_1,984.6736574132342
2014-06-29,Product_A,Warehouse_2,1332.9065339809094
2014-06-29,Product_A,Warehouse_3,1444.0917977435715
2014-06-29,Product_B,Warehouse_1,1115.9910898001574
2014-06-29,Product_B,Warehouse_2,1383.3191541015958
2014-06-29,Product_B,Warehouse_3,1526.9640106305724
2014-06-29,Product_C,Warehouse_1,1183.2870764298623
2014-06-29,Product_C,Warehouse_2,1382.6641247101222
2014-06-29,Product_C,Warehouse_3,1684.6886576345066
2014-06-29,Product_D,Warehouse_1,1342.0213280926866
2014-06-29,Product_D,Warehouse_2,1543.314922016578
2014-06-29,Product_D,Warehouse_3,1803.887190298813
2014-07-06,Product_A,Warehouse_1,968.6587095621628
2014-07-06,Product_A,Warehouse_2,1188.4661123567587
2014-07-06,Product_A,Warehouse_3,1405.7560095409362
2014-07-06,Product_B,Warehouse_1,1129.7175794658538
2014-07-06,Product_B,Warehouse_2,1322.891427435471
2014-07-06,Product_B,Warehouse_3,1510.6556403805046
2014-07-06,Product_C,Warehouse_1,1221.9186798952176
2014-07-06,Product_C,Warehouse_2,1419.6347361854412
2014-07-06,Product_C,Warehouse_3,1589.0197805724104
2014-07-06,Product_D,Warehouse_1,1284.350350572296
2014-07-06,Product_D,Warehouse_2,1538.7258178861969
2014-07-06,Product_D,Warehouse_3,1680.4542458502235
2014-07-13,Product_A,Warehouse_1,967.1322370404573
2014-07-13,Product_A,Warehouse_2,1209.3853874437154
2014-07-13,Product_A,Warehouse_3,1417.1166491918093
2014-07-13,Product_B,Warehouse_1,1237.8361748649104
2014-07-13,Product_B,Warehouse_2,1289.7649862071883
2014-07-13,Product_B,Warehouse_3,1572.1630362484748
2014-07-13,Product_C,Warehouse_1,1262.3594167102317
2014-07-13,Product_C,Warehouse_2,1365.5527522398131
2014-07-13,Product_C,Warehouse_3,1663.66264887013
2014-07-13,Product_D,Warehouse_1,1265.805967990334
2014-07-13,Product_D,Warehouse_2,1392.041388100163
2014-07-13,Product_D,Warehouse_3,1755.3159762179691
2014-07-20,Product_A,Warehouse_1,937.205470828114
2014-07-20,Product_A,Warehouse_2,1247.5467230902957
2014-07-20,Product_A,Warehouse_3,1390.7994551131392
2014-07-20,Product_B,Warehouse_1,1207.9775398094937
2014-07-20,Product_B,Warehouse_2,1378.4254699658004
2014-07-20,Product_B,Warehouse_3,1502.3307098074306
2014-07-20,Product_C,Warehouse_1,1190.608119448566
2014-07-20,Product_C,Warehouse_2,1364.296129845294
2014-07-20,Product_C,Warehouse_3,1602.9538683853705
2014-07-20,Product_D,Warehouse_1,1310.9822252407746
2014-07-20,Product_D,Warehouse_2,1506.7653227804158
2014-07-20,Product_D,Warehouse_3,1732.8351927636181
2014-07-27,Product_A,Warehouse_1,1053.926074886444
2014-07-27,Product_A,Warehouse_2,1242.4827228496588
2014-07-27,Product_A,Warehouse_3,1386.7928038046778
2014-07-27,Product_B,Warehouse_1,1053.110426309921
2014-07-27,Product_B,Warehouse_2,1393.2265924051235
2014-07-27,Product_B,Warehouse_3,1490.527540772503
2014-07-27,Product_C,Warehouse_1,1192.385320003249
2014-07-27,Product_C,Warehouse_2,1398.9405343849444
2014-07-27,Product_C,Warehouse_3,1532.8465224921677
2014-07-27,Product_D,Warehouse_1,1301.1012997979756
2014-07-27,Product_D,Warehouse_2,1501.0172092996027
2014-07-27,Product_D,Warehouse_3,1756.0179149171756
2014-08-03,Product_A,Warehouse_1,1041.6215872661448
2014-08-03,Product_A,Warehouse_2,1206.8872742650915
2014-08-03,Product_A,Warehouse_3,1453.2911485164932
2014-08-03,Product_B,Warehouse_1,1123.696979000841
2014-08-03,Product_B,Warehouse_2,1305.9146242306504
2014-08-03,Product_B,Warehouse_3,1514.7451382256893
2014-08-03,Product_C,Warehouse_1,1197.1660551317082
2014-08-03,Product_C,Warehouse_2,1386.9562541091057
2014-08-03,Product_C,Warehouse_3,1593.3120529660798
2014-08-03,Product_D,Warehouse_1,1250.2981632372778
2014-08-03,Product_D,Warehouse_2,1520.720815076593
2014-08-03,Product_D,Warehouse_3,1657.0425492642992
2014-08-10,Product_A,Warehouse_1,1048.7802930144599
2014-08-10,Product_A,Warehouse_2,1194.2258008027306
2014-08-10,Product_A,Warehouse_3,1409.1734788932827
2014-08-10,Product_B,Warehouse_1,1131.3905686248258
2014-08-10,Product_B,Warehouse_2,1338.8644530639244
2014-08-10,Product_B,Warehouse_3,1428.1675593791056
2014-08-10,Product_C,Warehouse_1,1196.3535460025796
2014-08-10,Product_C,Warehouse_2,1450.7076754148172
2014-08-10,Product_C,Warehouse_3,1521.7934388391654
2014-08-10,Product_D,Warehouse_1,1326.0627535805313
2014-08-10,Product_D,Warehouse_2,1393.9205183406687
2014-08-10,Product_D,Warehouse_3,1655.573387628998
2014-08-17,Product_A,Warehouse_1,1008.6302574027875
2014-08-17,Product_A,Warehouse_2,1123.8629746946804
2014-08-17,Product_A,Warehouse_3,1357.4231929265707
2014-08-17,Product_B,Warehouse_1,1033.1069794375987
2014-08-17,Product_B,Warehouse_2,1389.105476421156
2014-08-17,Product_B,Warehouse_3,1514.9101175851447
2014-08-17,Product_C,Warehouse_1,1235.0632437034117
2014-08-17,Product_C,Warehouse_2,1395.5649747850205
2014-08-17,Product_C,Warehouse_3,1589.0271423729182
2014-08-17,Product_D,Warehouse_1,1225.8750203782265
2014-08-17,Product_D,Warehouse_2,1492.1068616733849
2014-08-17,Product_D,Warehouse_3,1668.624119220197
2014-08-24,Product_A,Warehouse_1,1049.594926025395
2014-08-24,Product_A,Warehouse_2,1263.7538231436567
2014-08-24,Product_A,Warehouse_3,1480.027665589487
2014-08-24,Product_B,Warehouse_1,1149.3263267838397
2014-08-24,Product_B,Warehouse_2,1276.7660329646287
2014-08-24,Product_B,Warehouse_3,1450.9038805127584
2014-08-24,Product_C,Warehouse_1,1245.0318888930324
2014-08-24,Product_C,Warehouse_2,1424.5133706843926
2014-08-24,Product_C,Warehouse_3,1518.2718072769267
2014-08-24,Product_D,Warehouse_1,1324.4728194479665
2014-08-24,Product_D,Warehouse_2,1547.4247209351715
2014-08-24,Product_D,Warehouse_3,1709.6450092698597
2014-08-31,Product_A,Warehouse_1,997.446046260311
2014-08-31,Product_A,Warehouse_2,1166.3163054299603
2014-08-31,Product_A,Warehouse_3,1334.3719948326086
2014-08-31,Product_B,Warehouse_1,1146.7136272777796
2014-08-31,Product_B,Warehouse_2,1291.2430075721927
2014-08-31,Product_B,Warehouse_3,1495.0253967335934
2014-08-31,Product_C,Warehouse_1,1293.3347891567348
2014-08-31,Product_C,Warehouse_2,1440.9237851537375
2014-08-31,Product_C,Warehouse_3,1625.2399798748331
2014-08-31,Product_D,Warehouse_1,1313.80182007014
2014-08-31,Product_D,Warehouse_2,1582.6984728490668
2014-08-31,Product_D,Warehouse_3,1792.6781951815879
2014-09-07,Product_A,Warehouse_1,1046.4752555739765
2014-09-07,Product_A,Warehouse_2,1229.1112295698963
2014-09-07,Product_A,Warehouse_3,1295.2698464396929
2014-09-07,Product_B,Warehouse_1,1106.1860957116753
2014-09-07,Product_B,Warehouse_2,1293.494652290315
2014-09-07,Product_B,Warehouse_3,1504.6976614692785
2014-09-07,Product_C,Warehouse_1,1247.152304366126
2014-09-07,Product_C,Warehouse_2,1263.0161416405222
2014-09-07,Product_C,Warehouse_3,1571.5343973264908
2014-09-07,Product_D,Warehouse_1,1313.4952177470382
2014-09-07,Product_D,Warehouse_2,1476.6577226973618
2014-09-07,Product_D,Warehouse_3,1629.154694343687
2014-09-14,Product_A,Warehouse_1,1043.4481743448398
2014-09-14,Product_A,Warehouse_2,1213.8435952923064
2014-09-14,Product_A,Warehouse_3,1351.4447714777757
2014-09-14,Product_B,Warehouse_1,1115.7408602257913
2014-09-14,Product_B,Warehouse_2,1341.0792856024898
2014-09-14,Product_B,Warehouse_3,1500.2646323149681
2014-09-14,Product_C,Warehouse_1,1240.02824017155
2014-09-14,Product_C,Warehouse_2,1403.9130087580832
2014-09-14,Product_C,Warehouse_3,1580.2385508672824
2014-09-14,Product_D,Warehouse_1,1242.0289741800043
2014-09-14,Product_D,Warehouse_2,1495.7034616514193
2014-09-14,Product_D,Warehouse_3,1709.7146469022887
2014-09-21,Product_A,Warehouse_1,1043.7916380793665
2014-09-21,Product_A,Warehouse_2,1194.2446265756387
2014-09-21,Product_A,Warehouse_3,1422.8707803110494
2014-09-21,Product_B,Warehouse_1,1051.7693993133137
2014-09-21,Product_B,Warehouse_2,1260.8685422086237
2014-09-21,Product_B,Warehouse_3,1494.4805350486556
2014-09-21,Product_C,Warehouse_1,1147.2685768007493
2014-09-21,Product_C,Warehouse_2,1441.012391866234
2014-09-21,Product_C,Warehouse_3,1623.1565164659303
2014-09-21,Product_D,Warehouse_1,1313.9547882196227
2014-09-21,Product_D,Warehouse_2,1516.9452062607972
2014-09-21,Product_D,Warehouse_3,1801.05217807424
2014-09-28,Product_A,Warehouse_1,976.5567906016602
2014-09-28,Product_A,Warehouse_2,1089.927935724972
2014-09-28,Product_A,Warehouse_3,1409.9650098448233
2014-09-28,Product_B,Warehouse_1,1097.4698229519167
2014-09-28,Product_B,Warehouse_2,1274.1240478744799
2014-09-28,Product_B,Warehouse_3,1451.0585070320615
2014-09-28,Product_C,Warehouse_1,1178.0405239098925
2014-09-28,Product_C,Warehouse_2,1409.066921460891
2014-09-28,Product_C,Warehouse_3,1574.859164967873
2014-09-28,Product_D,Warehouse_1,1420.6226839771875
2014-09-28,Product_D,Warehouse_2,1451.9747809183425
2014-09-28,Product_D,Warehouse_3,1660.3441318646164
2014-10-05,Product_A,Warehouse_1,892.2677278100517
2014-10-05,Product_A,Warehouse_2,1219.272950561855
2014-10-05,Product_A,Warehouse_3,1305.87839842079
2014-10-05,Product_B,Warehouse_1,1079.725998142053
2014-10-05,Product_B,Warehouse_2,1292.9152030827502
2014-10-05,Product_B,Warehouse_3,1471.2123315184338
2014-10-05,Product_C,Warehouse_1,1293.6423636835036
2014-10-05,Product_C,Warehouse_2,1456.418449376553
2014-10-05,Product_C,Warehouse_3,1672.655573625857
2014-10-05,Product_D,Warehouse_1,1262.5777888832822
2014-10-05,Product_D,Warehouse_2,1563.1284330365065
2014-10-05,Product_D,Warehouse_3,1731.4987771279762
2014-10-12,Product_A,Warehouse_1,1045.2690272446205
2014-10-12,Product_A,Warehouse_2,1258.1706712499165
2014-10-12,Product_A,Warehouse_3,1361.2605675128254
2014-10-12,Product_B,Warehouse_1,1085.4828487618831
2014-10-12,Product_B,Warehouse_2,1349.8285303772007
